ticket_id,customer_id,order_id,timestamp,support_channel,customer_region,customer_age_band,preferred_language,customer_tenure_months,product_category,order_value,delivery_delay_days,previous_ticket_count,issue_title,issue_description,issue_category,priority,customer_sentiment,attachment_available,image_id,escalated,resolution_time_hours,refund_requested,refund_amount,csat_score,accessibility_support_flag,resolution_status_after_7d,final_agent_disposition
TKT000000542,CUST0182453,ORD00001542,2025-05-12T23:03,web_chat,Scotland,55-64,English,44,electronics,159.19,2,2,Refund has not arrived,I need assistance because I still have not received my refund. The order value is about GBP 159.19. Thanks. sent from mobile,refund_status,urgent,negative,0,,1,27.4,0,0.0,2.8,0,resolved_within_7d,specialist_escalation
TKT000000543,CUST0152997,ORD00001543,2025-09-08T02:57,email,South East,45-54,English,33,toys,205.16,7,1,Delivery delayed,Can someone check this? the delivery date has passed. It is around 7 days beyond the expected delivery date. Can you confirm the next step? #help,delivery_late,low,neutral,0,,0,22.99,0,0.0,3.7,0,resolved_within_7d,resolved_standard
TKT000000544,CUST0096488,ORD00001544,2025-06-15T09:54,web_chat,Scotland,18-24,English,7,sports,111.98,3,4,I want to return this,Please help - is this still within the return window. The order value is about GBP 111.98. I need this resolved soon. #help,return_request,medium,positive,1,,0,23.55,1,102.19,3.4,0,resolved_within_7d,refund_or_return_completed
TKT000000545,CUST0167744,ORD00001545,2025-08-16T18:09,mobile_app,West Midlands,45-54,English,50,sports,104.52,2,2,Card charged incorrectly,I need assistance because I was charged twice. Please advise. !!!,payment_issue,medium,positive,0,,0,27.84,0,0.0,3.3,0,resolved_within_7d,resolved_standard
TKT000000546,CUST0194425,ORD00001546,2025-07-30T22:09,phone,South West,65+,English,23,appliances,288.24,0,3,Question before using item,"Support team, I have a question about compatibility. Thank you. thx",product_question,medium,negative,0,,1,12.93,0,0.0,3.5,0,resolved_within_7d,specialist_escalation
TKT000000547,CUST0019211,ORD00001547,2025-06-08T19:14,phone,West Midlands,25-34,English,66,electronics,252.73,10,5,Where is my parcel?,I need assistance because I have been waiting for the parcel. It is around 10 days beyond the expected delivery date. Thanks.,delivery_late,urgent,neutral,0,,1,41.89,0,0.0,1.6,0,resolved_within_7d,specialist_escalation
TKT000000548,CUST0093387,ORD00001548,2025-09-18T12:34,email,South East,35-44,English,9,electronics,312.64,0,1,This is not what I ordered,Please help - this is the incorrect item. The order value is about GBP 312.64. Thanks. #help,wrong_item,medium,negative,1,,0,18.39,0,0.0,2.8,0,resolved_within_7d,resolved_standard
TKT000000549,CUST0138228,ORD00001549,2025-12-08T06:48,web_chat,South East,55-64,English,29,sports,31.19,1,3,Can I send this back?,"Hi, I want to start a return. The order value is about GBP 31.19. Please get back to me. pls",return_request,medium,neutral,1,,0,15.89,1,22.25,4.2,0,resolved_within_7d,refund_or_return_completed
TKT000000550,CUST0175423,ORD00001550,2025-07-07T11:47,mobile_app,Scotland,25-34,English,8,appliances,322.73,0,2,Incorrect product received,"Support team, you sent a different product. The order value is about GBP 322.73. Thank you. ASAP",wrong_item,medium,neutral,0,,0,19.29,0,0.0,3.2,0,resolved_within_7d,resolved_standard
TKT000000551,CUST0155852,ORD00001551,2025-05-09T00:13,phone,London,18-24,English,26,beauty,69.9,9,0,Order still not here,I need assistance because tracking has not moved. It is around 9 days beyond the expected delivery date. Please get back to me. !!!,delivery_late,medium,neutral,0,,0,20.94,0,0.0,3.3,0,resolved_within_7d,resolved_standard
TKT000000552,CUST0061057,ORD00001552,2025-10-01T23:04,web_chat,East Midlands,55-64,English,50,sports,67.74,0,2,I want to return this,Please help - please tell me how to send this back. The order value is about GBP 67.74. I need this resolved soon. !!!,return_request,high,negative,0,,0,23.1,1,59.15,3.2,0,resolved_within_7d,refund_or_return_completed
TKT000000553,CUST0022367,ORD00001553,2025-05-07T19:13,email,West Midlands,45-54,English,13,electronics,76.51,1,0,Return request,"Hello, I would like to return the item. The order value is about GBP 76.51. Thanks. ASAP",return_request,medium,positive,1,,0,13.62,0,0.0,3.8,0,resolved_within_7d,resolved_standard
TKT000000554,CUST0124818,ORD00001554,2025-07-21T02:38,web_chat,North West,65+,English,32,home,91.53,3,0,Delivery delayed,Can someone check this? I have been waiting for the parcel. It is around 3 days beyond the expected delivery date. I need this resolved soon.,delivery_late,medium,neutral,0,,0,16.96,0,0.0,4.2,0,resolved_within_7d,resolved_standard
TKT000000555,CUST0090253,ORD00001555,2025-05-02T16:28,email,London,55-64,English,13,appliances,137.33,1,2,Can I send this back?,Can someone check this? I want to start a return. The order value is about GBP 137.33. Thank you. #help,return_request,medium,neutral,0,,0,25.96,1,75.59,3.8,0,resolved_within_7d,refund_or_return_completed
TKT000000556,CUST0021156,ORD00001556,2025-09-19T21:34,web_chat,East Midlands,45-54,English,18,fashion,91.16,0,3,Payment problem,Can someone check this? the card payment is incorrect. Please get back to me. !!!,payment_issue,medium,neutral,0,,0,23.55,0,0.0,3.9,0,resolved_within_7d,resolved_standard
TKT000000557,CUST0128868,ORD00001557,2025-04-14T23:13,email,Yorkshire,55-64,English,39,sports,60.02,0,1,Checkout charge issue,Please help - I was charged twice. I need this resolved soon. thx,payment_issue,high,negative,0,,1,24.07,0,0.0,3.0,0,resolved_within_7d,specialist_escalation
TKT000000558,CUST0000656,ORD00001558,2025-11-11T16:24,email,West Midlands,35-44,English,47,fashion,318.3,2,2,Item arrived damaged,Please help - the item arrived cracked. The order value is about GBP 318.30. Please advise. thx,damaged_item,medium,neutral,1,,1,32.0,1,312.59,2.6,0,resolved_within_7d,specialist_escalation
TKT000000559,CUST0019003,ORD00001559,2025-05-19T05:59,web_chat,West Midlands,45-54,English,51,electronics,179.13,0,0,Account access problem,Please help - the password reset is not working. Thanks. ASAP,account_access,medium,neutral,0,,0,6.5,0,0.0,4.2,0,resolved_within_7d,resolved_standard
TKT000000560,CUST0161254,ORD00001560,2025-10-28T12:57,phone,West Midlands,65+,English,32,electronics,724.62,0,1,This is not what I ordered,"Hi, I received the wrong colour or model. The order value is about GBP 724.62. I need this resolved soon. pls",wrong_item,medium,positive,1,,1,21.81,0,0.0,3.3,0,resolved_within_7d,specialist_escalation
TKT000000561,CUST0142242,ORD00001561,2025-07-30T03:35,web_chat,London,35-44,English,15,beauty,85.04,1,1,Refund pending,"Hello, please check my refund status. The order value is about GBP 85.04. Thank you. ...",refund_status,medium,negative,0,,0,24.14,0,0.0,2.5,0,resolved_within_7d,resolved_standard
TKT000000562,CUST0044809,ORD00001562,2025-09-10T12:17,web_chat,West Midlands,25-34,English,26,sports,55.9,7,2,Delivery delayed,Can someone check this? the delivery date has passed. It is around 7 days beyond the expected delivery date. Please advise. thx,delivery_late,medium,neutral,0,,0,21.47,0,0.0,4.0,0,resolved_within_7d,resolved_standard
TKT000000563,CUST0006989,ORD00001563,2025-08-31T13:09,web_chat,London,25-34,English,76,home,163.54,1,2,Item arrived damaged,"Hello, the item arrived cracked. The order value is about GBP 163.54. Can you confirm the next step? ...",damaged_item,medium,neutral,1,,0,24.68,1,103.67,3.9,0,resolved_within_7d,refund_or_return_completed
TKT000000564,CUST0153233,ORD00001564,2025-05-29T08:31,web_chat,West Midlands,45-54,English,29,sports,111.51,3,1,Incorrect product received,"Hello, you sent a different product. The order value is about GBP 111.51. Thanks. pls",wrong_item,low,negative,1,,0,21.68,0,0.0,2.6,0,resolved_within_7d,resolved_standard
TKT000000565,CUST0078166,ORD00001565,2025-03-24T06:57,email,South West,25-34,English,51,fashion,257.13,0,1,Checkout charge issue,Please help - the card payment is incorrect. Thank you. ASAP,payment_issue,high,neutral,1,,0,21.12,0,0.0,4.3,0,resolved_within_7d,resolved_standard
TKT000000566,CUST0105636,ORD00001566,2025-10-10T00:45,email,Scotland,35-44,English,28,fashion,68.55,8,1,Delivery delayed,"Hi, my order is late. It is around 8 days beyond the expected delivery date. Thanks. !!!",delivery_late,medium,neutral,0,,0,29.73,0,0.0,3.2,0,resolved_within_7d,resolved_standard
TKT000000567,CUST0068693,ORD00001567,2025-02-21T23:46,phone,London,25-34,English,6,electronics,657.25,8,2,Delivery delayed,"Hi, tracking has not moved. It is around 8 days beyond the expected delivery date. Thank you. pls",delivery_late,medium,neutral,0,,1,28.62,0,0.0,2.7,0,resolved_within_7d,specialist_escalation
TKT000000568,CUST0182140,ORD00001568,2025-01-17T17:16,mobile_app,Yorkshire,25-34,English,9,appliances,163.58,1,3,Item arrived damaged,I need assistance because the product is damaged. The order value is about GBP 163.58. I need this resolved soon. thx,damaged_item,medium,negative,1,,1,29.08,1,135.64,3.0,1,resolved_within_7d,specialist_escalation
TKT000000569,CUST0022846,ORD00001569,2025-06-28T11:46,web_chat,North West,45-54,English,11,home,38.6,0,3,Incorrect product received,Can someone check this? you sent a different product. The order value is about GBP 38.60. Thank you. ...,wrong_item,high,positive,0,,0,23.28,1,24.45,3.7,0,resolved_within_7d,refund_or_return_completed
TKT000000570,CUST0141409,ORD00001570,2025-04-08T20:24,email,West Midlands,25-34,English,43,toys,114.74,9,1,Delivery delayed,I need assistance because the delivery date has passed. It is around 9 days beyond the expected delivery date. Can you confirm the next step?,delivery_late,medium,negative,0,,0,20.97,0,0.0,2.9,0,resolved_within_7d,resolved_standard
TKT000000571,CUST0154470,ORD00001571,2025-08-09T04:42,web_chat,Scotland,18-24,English,29,fashion,60.0,3,3,Wrong item delivered,"Support team, this is the incorrect item. The order value is about GBP 60.00. Thank you.",wrong_item,medium,neutral,0,,0,22.17,1,46.11,3.7,0,resolved_within_7d,refund_or_return_completed
TKT000000572,CUST0086302,ORD00001572,2025-01-03T21:05,email,Yorkshire,55-64,English,59,beauty,47.34,10,4,Delivery delayed,Can someone check this? I have been waiting for the parcel. It is around 10 days beyond the expected delivery date. I need this resolved soon. pls,delivery_late,high,negative,0,,1,31.83,0,0.0,1.7,0,resolved_within_7d,specialist_escalation
TKT000000573,CUST0027339,ORD00001573,2025-09-06T21:31,email,London,45-54,Romanian,37,fashion,99.76,4,2,Where is my parcel?,Please help - tracking has not moved. It is around 4 days beyond the expected delivery date. Please get back to me. ASAP,delivery_late,low,negative,0,,1,29.73,0,0.0,,0,resolved_within_7d,specialist_escalation
TKT000000574,CUST0028822,ORD00001574,2025-08-19T16:35,mobile_app,London,55-64,English,59,electronics,77.1,2,2,Card charged incorrectly,Can someone check this? my payment failed but I see a charge. Can you confirm the next step? ...,payment_issue,medium,negative,0,,1,27.75,0,0.0,3.2,0,resolved_within_7d,specialist_escalation
TKT000000575,CUST0053198,ORD00001575,2025-03-20T10:47,web_chat,South West,45-54,English,84,sports,59.67,1,1,Login not working,Can someone check this? I cannot access my account. Please get back to me. !!!,account_access,medium,neutral,0,,0,10.78,0,0.0,3.9,0,resolved_within_7d,resolved_standard
TKT000000576,CUST0052281,ORD00001576,2025-05-19T13:01,email,South East,35-44,English,14,electronics,231.8,1,1,Question before using item,Can someone check this? I need more information about the product. Can you confirm the next step? ASAP,product_question,medium,negative,0,,0,8.31,0,0.0,4.3,0,resolved_within_7d,resolved_standard
TKT000000577,CUST0155666,ORD00001577,2025-11-02T15:13,email,North West,35-44,English,27,toys,25.53,3,2,Checkout charge issue,"Support team, my payment failed but I see a charge. I need this resolved soon. !!!",payment_issue,high,negative,0,,1,35.0,0,0.0,2.0,0,resolved_within_7d,specialist_escalation
TKT000000578,CUST0011739,ORD00001578,2025-03-14T13:52,mobile_app,South East,35-44,English,39,sports,58.2,0,2,Incorrect product received,I need assistance because I received the wrong colour or model. The order value is about GBP 58.20. I need this resolved soon. !!!,wrong_item,medium,negative,0,,1,22.49,1,49.67,2.5,0,resolved_within_7d,specialist_escalation
TKT000000579,CUST0063285,ORD00001579,2025-02-22T20:25,web_chat,East Midlands,35-44,English,40,grocery,51.61,1,2,Where is my refund?,Can someone check this? I returned the item but no refund is visible. The order value is about GBP 51.61. Can you confirm the next step? #help,refund_status,medium,positive,0,,0,18.61,0,0.0,3.5,0,resolved_within_7d,resolved_standard
TKT000000580,CUST0107075,ORD00001580,2025-02-21T03:58,web_chat,East Midlands,35-44,English,28,home,103.67,2,0,Item arrived damaged,"hello, there is visible damage. the order value is about gbp 103.67. please advise. sent from mobile",damaged_item,medium,neutral,1,,0,26.03,1,59.35,4.3,0,resolved_within_7d,refund_or_return_completed
TKT000000581,CUST0088666,ORD00001581,2025-03-04T03:32,email,South West,45-54,English,46,electronics,158.9,12,3,Parcel appears lost,"Hi, tracking stopped several days ago. It is around 12 days beyond the expected delivery date. Thanks. ...",lost_parcel,low,negative,0,,1,48.3,1,155.82,2.4,0,resolved_within_7d,specialist_escalation
TKT000000582,CUST0084419,ORD00001582,2025-05-31T03:24,mobile_app,Yorkshire,45-54,English,7,sports,79.44,1,0,Item arrived damaged,Please help - there is visible damage. The order value is about GBP 79.44. I need this resolved soon. pls,damaged_item,medium,neutral,1,,0,25.35,1,59.8,3.5,0,resolved_within_7d,refund_or_return_completed
TKT000000583,CUST0192580,ORD00001583,2025-09-24T02:57,web_chat,Northern Ireland,25-34,English,19,electronics,110.74,14,0,Courier cannot locate parcel,Can someone check this? tracking stopped several days ago. It is around 14 days beyond the expected delivery date. Can you confirm the next step? !!!,lost_parcel,urgent,negative,0,,0,44.93,1,66.13,1.8,0,resolved_within_7d,refund_or_return_completed
TKT000000584,CUST0073895,ORD00001584,2025-06-20T02:07,web_chat,East Midlands,25-34,English,37,electronics,243.44,1,4,Account access problem,"Support team, the password reset is not working. Can you confirm the next step? pls",account_access,medium,negative,0,,0,11.61,0,0.0,3.6,0,resolved_within_7d,resolved_standard
TKT000000585,CUST0033044,ORD00001585,2025-08-28T22:08,email,West Midlands,55-64,English,18,grocery,15.13,2,2,Need product information,I need assistance because can you explain a product feature. Thank you. !!!,product_question,high,neutral,0,,1,16.14,0,0.0,4.0,0,resolved_within_7d,specialist_escalation
TKT000000586,CUST0053754,ORD00001586,2025-10-11T09:16,web_chat,London,35-44,English,53,fashion,31.65,2,0,Where is my parcel?,"Support team, tracking has not moved. It is around 2 days beyond the expected delivery date. I need this resolved soon. #help",delivery_late,low,neutral,0,,0,13.05,0,0.0,4.3,0,resolved_within_7d,resolved_standard
TKT000000587,CUST0134536,ORD00001587,2025-05-13T20:11,web_chat,London,45-54,English,56,appliances,158.92,2,4,Product is broken,"Support team, there is visible damage. The order value is about GBP 158.92. Please get back to me. ASAP",damaged_item,low,neutral,0,,1,30.83,0,0.0,2.9,0,resolved_within_7d,specialist_escalation
TKT000000588,CUST0138587,ORD00001588,2025-04-24T04:56,phone,London,55-64,English,17,appliances,231.79,2,1,Login not working,Please help - I cannot access my account. Please advise.,account_access,medium,neutral,0,,1,14.23,0,0.0,4.2,0,resolved_within_7d,specialist_escalation
TKT000000589,CUST0079500,ORD00001589,2025-09-16T23:50,mobile_app,South West,55-64,English,31,electronics,106.6,1,1,Item arrived damaged,"Hi, the box was crushed and the item is broken. The order value is about GBP 106.60. Thanks.",damaged_item,low,neutral,1,,0,22.09,1,74.28,3.4,0,resolved_within_7d,refund_or_return_completed
TKT000000590,CUST0082161,ORD00001590,2025-02-19T13:16,email,West Midlands,45-54,Polish,17,grocery,32.94,1,1,Can I send this back?,"Hello, is this still within the return window. The order value is about GBP 32.94. Thanks.",return_request,high,neutral,0,,0,21.32,0,0.0,3.3,0,resolved_within_7d,resolved_standard
TKT000000591,CUST0022470,ORD00001591,2025-08-12T00:53,web_chat,South East,35-44,English,40,beauty,54.56,0,3,Need product information,"Hello, can you explain a product feature. Can you confirm the next step? #help",product_question,medium,negative,0,,0,11.05,0,0.0,4.0,0,resolved_within_7d,resolved_standard
TKT000000592,CUST0127510,ORD00001592,2025-05-24T17:28,mobile_app,South West,45-54,English,65,home,19.65,1,0,Damage on arrival,Can someone check this? there is visible damage. The order value is about GBP 19.65. I need this resolved soon. ASAP,damaged_item,medium,negative,1,,1,32.06,1,14.4,3.3,0,resolved_within_7d,specialist_escalation
TKT000000593,CUST0147924,ORD00001593,2025-08-29T05:43,web_chat,London,35-44,English,34,beauty,85.02,8,3,Where is my parcel?,I need assistance because tracking has not moved. It is around 8 days beyond the expected delivery date. I need this resolved soon. sent from mobile,delivery_late,low,negative,0,,1,33.08,1,74.82,2.6,0,resolved_within_7d,specialist_escalation
TKT000000594,CUST0078265,ORD00001594,2025-08-28T23:53,web_chat,West Midlands,35-44,English,22,grocery,38.7,0,1,Item arrived damaged,PLEASE HELP - THE PRODUCT IS DAMAGED. THE ORDER VALUE IS ABOUT GBP 38.70. THANK YOU. PLS,damaged_item,low,neutral,0,,1,27.05,0,0.0,4.0,0,resolved_within_7d,specialist_escalation
TKT000000595,CUST0056988,ORD00001595,2025-05-11T03:32,web_chat,South West,25-34,English,7,grocery,41.18,2,0,Can I send this back?,"Support team, is this still within the return window. The order value is about GBP 41.18. Please get back to me. ...",return_request,low,negative,1,,1,23.71,1,36.55,2.9,0,resolved_within_7d,specialist_escalation
TKT000000596,CUST0037753,ORD00001596,2025-05-11T09:57,email,East Midlands,65+,English,70,appliances,597.37,9,4,Order still not here,"Hello, I have been waiting for the parcel. It is around 9 days beyond the expected delivery date. Please advise.",delivery_late,medium,negative,0,,1,33.94,0,0.0,2.2,0,resolved_within_7d,specialist_escalation
TKT000000597,CUST0055407,ORD00001597,2025-12-01T12:38,email,London,25-34,English,59,home,124.78,0,4,I want to return this,"Hello, I want to start a return. The order value is about GBP 124.78. I need this resolved soon. sent from mobile",return_request,high,negative,1,,0,16.87,0,0.0,3.4,0,resolved_within_7d,resolved_standard
TKT000000598,CUST0151689,ORD00001598,2025-03-28T12:59,phone,Northern Ireland,65+,English,52,fashion,166.65,6,2,Where is my parcel?,"Hello, my order is late. It is around 6 days beyond the expected delivery date. Can you confirm the next step? pls",delivery_late,high,positive,0,,0,18.55,0,0.0,4.2,0,resolved_within_7d,resolved_standard
TKT000000599,CUST0102614,ORD00001599,2025-05-09T04:30,email,East Midlands,35-44,English,32,toys,89.97,0,3,Product is broken,Can someone check this? there is visible damage. The order value is about GBP 89.97. Can you confirm the next step? pls,damaged_item,low,negative,1,,0,26.01,1,58.91,2.7,0,resolved_within_7d,refund_or_return_completed
TKT000000600,CUST0091466,ORD00001600,2025-06-09T13:32,web_chat,London,25-34,English,39,fashion,118.78,1,1,Login not working,"Hi, the login keeps failing. Please advise. !!!",account_access,medium,positive,0,,0,8.17,0,0.0,3.6,0,resolved_within_7d,resolved_standard
TKT000000601,CUST0143837,ORD00001601,2025-10-18T01:15,web_chat,South East,35-44,English,6,sports,277.72,1,1,Product is broken,Please help - the product is damaged. The order value is about GBP 277.72. Can you confirm the next step? pls,damaged_item,medium,positive,0,,0,20.45,1,209.12,,0,resolved_within_7d,refund_or_return_completed
TKT000000602,CUST0087849,ORD00001602,2025-08-02T01:40,web_chat,East Midlands,18-24,Welsh,18,fashion,181.95,16,1,Tracking stopped,"Hi, the courier says the parcel cannot be found. It is around 16 days beyond the expected delivery date. Thanks. pls",lost_parcel,medium,negative,0,,1,52.24,1,157.12,1.2,0,resolved_within_7d,specialist_escalation
TKT000000603,CUST0010800,ORD00001603,2025-09-01T19:19,email,Wales,45-54,English,29,sports,356.66,7,2,Order still not here,Please help - I have been waiting for the parcel. It is around 7 days beyond the expected delivery date. I need this resolved soon. thx,delivery_late,low,positive,0,,0,19.72,0,0.0,3.4,0,resolved_within_7d,resolved_standard
TKT000000604,CUST0081286,ORD00001604,2025-05-15T01:50,mobile_app,London,55-64,English,39,home,119.44,0,2,Warranty help,I need assistance because I need help with the warranty. Thank you. #help,warranty,medium,negative,1,,1,28.63,0,0.0,2.7,0,resolved_within_7d,specialist_escalation
TKT000000605,CUST0142058,ORD00001605,2025-11-11T00:06,mobile_app,Wales,55-64,English,79,electronics,28.93,9,1,Where is my parcel?,"Hello, my order is late. It is around 9 days beyond the expected delivery date. Can you confirm the next step?",delivery_late,low,positive,1,,0,27.83,0,0.0,,0,resolved_within_7d,resolved_standard
TKT000000606,CUST0075787,ORD00001606,2025-04-03T06:24,web_chat,North West,35-44,English,40,beauty,105.11,0,1,Damage on arrival,Can someone check this? the item arrived cracked. The order value is about GBP 105.11. I need this resolved soon. ASAP,damaged_item,high,negative,1,,1,27.6,1,82.98,3.4,0,resolved_within_7d,specialist_escalation
TKT000000607,CUST0008447,ORD00001607,2025-08-25T09:42,mobile_app,North West,25-34,English,39,home,106.62,1,2,Need product information,Can someone check this? can you explain a product feature. Please advise. !!!,product_question,medium,neutral,0,,0,16.28,0,0.0,4.1,0,resolved_within_7d,resolved_standard
TKT000000608,CUST0062834,ORD00001608,2025-05-25T21:39,email,North West,55-64,English,17,fashion,39.39,7,2,Where is my parcel?,"Support team, the delivery date has passed. It is around 7 days beyond the expected delivery date. I need this resolved soon. ASAP",delivery_late,medium,positive,0,,0,22.13,0,0.0,3.3,0,resolved_within_7d,resolved_standard
TKT000000609,CUST0093107,ORD00001609,2025-08-23T18:01,email,East Midlands,25-34,Polish,29,appliances,128.6,1,2,Product is broken,"Hello, the box was crushed and the item is broken. The order value is about GBP 128.60. Please get back to me. pls",damaged_item,low,negative,1,,0,23.0,0,0.0,2.9,0,resolved_within_7d,resolved_standard
TKT000000610,CUST0100140,ORD00001610,2025-09-21T16:30,web_chat,Scotland,45-54,English,11,home,94.02,2,1,Product is broken,"Hello, there is visible damage. The order value is about GBP 94.02. I need this resolved soon.",damaged_item,high,negative,0,,0,25.98,1,82.99,3.3,0,resolved_within_7d,refund_or_return_completed
TKT000000611,CUST0139119,ORD00001611,2025-02-07T05:44,email,North West,35-44,English,23,electronics,181.19,2,4,Payment problem,"Support team, my payment failed but I see a charge. Please advise. thx",payment_issue,medium,negative,0,,1,29.38,0,0.0,3.1,0,resolved_within_7d,specialist_escalation
TKT000000612,CUST0158711,ORD00001612,2025-10-24T09:21,web_chat,Yorkshire,35-44,English,22,home,90.26,1,1,Question before using item,"Support team, please clarify the product details. Please advise. sent from mobile",product_question,low,negative,0,,0,10.45,0,0.0,3.2,0,resolved_within_7d,resolved_standard
TKT000000613,CUST0078023,ORD00001613,2025-10-08T04:03,phone,East Midlands,25-34,English,87,electronics,590.07,2,1,Product question,Can someone check this? please clarify the product details. Thanks. ...,product_question,high,neutral,0,,0,11.61,0,0.0,3.7,0,resolved_within_7d,resolved_standard
TKT000000614,CUST0004399,ORD00001614,2025-12-18T06:48,phone,North West,45-54,English,20,appliances,502.71,1,0,Cannot sign in,Can someone check this? the login keeps failing. Can you confirm the next step? ASAP,account_access,medium,negative,0,,0,6.78,0,0.0,4.1,0,resolved_within_7d,resolved_standard
TKT000000615,CUST0098725,ORD00001615,2025-05-24T23:51,email,West Midlands,25-34,English,13,fashion,80.09,1,5,Account access problem,Can someone check this? the password reset is not working. Can you confirm the next step? ...,account_access,medium,negative,0,,1,25.41,0,0.0,3.0,0,resolved_within_7d,specialist_escalation
TKT000000616,CUST0030158,ORD00001616,2025-12-07T00:43,web_chat,East Midlands,35-44,English,12,toys,90.03,4,3,Where is my parcel?,"HI, THE DELIVERY DATE HAS PASSED. IT IS AROUND 4 DAYS BEYOND THE EXPECTED DELIVERY DATE. PLEASE ADVISE. PLS",delivery_late,high,negative,0,,1,23.78,0,0.0,2.7,0,resolved_within_7d,specialist_escalation
TKT000000617,CUST0101467,ORD00001617,2025-02-19T07:15,email,West Midlands,35-44,English,31,home,51.69,1,0,Warranty help,Please help - is this fault covered. Please advise. ...,warranty,low,neutral,0,,1,35.7,0,0.0,2.8,0,resolved_within_7d,specialist_escalation
TKT000000618,CUST0039648,ORD00001618,2025-05-19T19:53,web_chat,North West,45-54,Romanian,18,appliances,230.9,0,2,Warranty claim question,"Support team, is this fault covered. I need this resolved soon. thx",warranty,medium,negative,0,,1,28.83,0,0.0,1.9,0,resolved_within_7d,specialist_escalation
TKT000000619,CUST0031403,ORD00001619,2025-10-14T23:39,web_chat,North West,45-54,English,95,appliances,453.03,9,1,Order still not here,Can someone check this? tracking has not moved. It is around 9 days beyond the expected delivery date. Please advise. ASAP,delivery_late,medium,negative,0,,0,22.44,0,0.0,3.7,0,resolved_within_7d,resolved_standard
TKT000000620,CUST0199457,ORD00001620,2025-09-30T17:36,mobile_app,West Midlands,65+,English,23,home,71.0,11,1,Where is my parcel?,"Support team, my order is late. It is around 11 days beyond the expected delivery date. Can you confirm the next step? !!!",delivery_late,medium,negative,0,,1,29.54,0,0.0,2.8,0,resolved_within_7d,specialist_escalation
TKT000000621,CUST0001258,ORD00001621,2025-09-19T16:49,email,South East,45-54,English,11,grocery,37.32,0,0,Checkout charge issue,I need assistance because I was charged twice. Please get back to me. sent from mobile,payment_issue,medium,neutral,0,,0,20.72,0,0.0,4.4,0,resolved_within_7d,resolved_standard
TKT000000622,CUST0137860,ORD00001622,2025-12-20T11:24,mobile_app,East Midlands,25-34,English,64,toys,354.98,1,2,Card charged incorrectly,I need assistance because I was charged twice. I need this resolved soon. #help,payment_issue,medium,neutral,0,,0,26.9,0,0.0,3.2,0,resolved_within_7d,resolved_standard
TKT000000623,CUST0155394,ORD00001623,2025-04-15T10:33,email,Scotland,55-64,English,24,appliances,276.15,8,0,Where is my parcel?,"Support team, my order is late. It is around 8 days beyond the expected delivery date. I need this resolved soon. !!!",delivery_late,low,negative,0,,0,22.03,0,0.0,3.9,0,resolved_within_7d,resolved_standard
TKT000000624,CUST0184413,ORD00001624,2025-03-16T16:17,web_chat,North West,55-64,English,5,beauty,45.57,1,3,I want to return this,Please help - I want to start a return. The order value is about GBP 45.57. Please get back to me. !!!,return_request,low,negative,1,,1,28.15,0,0.0,2.4,0,resolved_within_7d,specialist_escalation
TKT000000625,CUST0109402,ORD00001625,2025-07-24T06:45,web_chat,Yorkshire,18-24,English,24,home,156.13,2,0,Product is broken,"Support team, the item arrived cracked. The order value is about GBP 156.13. Thanks. ...",damaged_item,low,positive,1,,0,22.55,0,0.0,3.9,0,resolved_within_7d,resolved_standard
TKT000000626,CUST0009703,ORD00001626,2025-04-29T02:35,email,North West,18-24,English,27,sports,107.69,0,0,Question before using item,Can someone check this? can you explain a product feature. Please advise. #help,product_question,medium,neutral,0,,0,7.48,0,0.0,3.6,0,resolved_within_7d,resolved_standard
TKT000000627,CUST0141240,ORD00001627,2025-12-11T05:45,email,East Midlands,45-54,English,44,sports,41.91,4,1,Where is my parcel?,Can someone check this? my order is late. It is around 4 days beyond the expected delivery date. Please advise. sent from mobile,delivery_late,medium,negative,0,,0,16.28,0,0.0,3.4,0,resolved_within_7d,resolved_standard
TKT000000628,CUST0099100,ORD00001628,2025-01-21T01:16,web_chat,East Midlands,25-34,English,13,fashion,185.67,0,1,Cannot sign in,"Support team, I cannot access my account. Can you confirm the next step? ...",account_access,urgent,positive,0,,0,7.46,0,0.0,4.2,0,resolved_within_7d,resolved_standard
TKT000000629,CUST0074710,ORD00001629,2025-08-02T23:17,web_chat,North West,35-44,English,14,grocery,81.68,4,1,Refund pending,"Support team, please check my refund status. The order value is about GBP 81.68. Thanks. #help",refund_status,medium,negative,0,,0,27.18,1,78.8,2.4,0,resolved_within_7d,refund_or_return_completed
TKT000000630,CUST0121938,ORD00001630,2025-08-24T08:21,mobile_app,North West,55-64,English,11,grocery,29.29,1,1,Warranty claim question,"Hello, I need help with the warranty. I need this resolved soon. ASAP",warranty,medium,positive,1,,0,22.44,0,0.0,3.7,0,resolved_within_7d,resolved_standard
TKT000000631,CUST0113182,ORD00001631,2025-08-31T18:42,phone,Wales,18-24,English,17,electronics,182.43,6,1,Where is my parcel?,Please help - tracking has not moved. It is around 6 days beyond the expected delivery date. I need this resolved soon.,delivery_late,medium,neutral,0,,0,20.39,0,0.0,,0,resolved_within_7d,resolved_standard
